GPCUSTID,BBDDate,BBDate,BBAmount,BBTransDesc
1WIRE          ,8-Oct-2012,8-Oct-2012,76.48,UIA 130              
1WIRE          ,8-Jun-2017,8-Jun-2017,16588.81,UIA-1785             
1WIRE          ,2-Aug-2016,2-Aug-2016,0.10,UIA-1500             
1WIRE          ,11-Mar-2013,11-Mar-2013,21482.11,UIA-262              
1WIRE          ,7-Jul-2017,7-Jul-2017,7382.65,2877
1WIRE          ,7-Jul-2017,7-Jul-2017,16221.34,UIA-1813             
AARON54067     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150381      
AASE2761       ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151879      
ABAYAKOON6146  ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000150696      
ABEGG58139     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152627      
ABEL56818      ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000149609      
ABERNATHY52667 ,1-May-2016,26-May-2016,30.00,EPIV00000082411      
ABERNATHY52667 ,1-Mar-2016,26-Mar-2016,30.00,EPIV00000075018      
ABERNATHY52667 ,1-Apr-2016,26-Apr-2016,30.00,SALES00002224        
ABERNATHY52667 ,1-Jun-2016,26-Jun-2016,30.00,EPIV00000086307      
ABERNATHY52667 ,1-Jul-2016,26-Jul-2016,30.00,EPIV00000090355      
ABEYTA0483     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150472      
ABLES52504     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153369      
ABRAMSON1416   ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146194      
ABRAMSON1416   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152212      
ACHZIGER8794   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151686      
ACREE54714     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148049      
ADAM1189       ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152068      
ADAMS51545     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148720      
ADAMS53412     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148365      
ADAMS53702     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149431      
ADAMS53823     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149814      
ADAMS56700     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152247      
ADAMS56824     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151772      
ADAMS56824     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000145776      
ADAMS57061     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147914      
ADAMS57120     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152894      
ADAMS58674     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150121      
ADAMS59954     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150204      
ADAMS6314      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149080      
ADAMS7716      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148041      
ADAMSON50437   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149817      
ADAMSON55084   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150986      
ADAMSON56485   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148464      
ADDERLEY0316   ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000148971      
ADDISON53898   ,1-May-2017,26-May-2017,30.00,EPIV00000138577      
ADDISON53898   ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000144324      
ADDISON53898   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150288      
ADZITSO53031   ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000145979      
ADZITSO53031   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151987      
AFUALO51036    ,1-Oct-2014,26-Oct-2014,31.50,EPIV00000031834      
AFUALO51036    ,1-Aug-2014,26-Aug-2014,31.50,EPIV00000027841      
AFUALO51036    ,1-Sep-2014,26-Sep-2014,31.50,EPIV00000029824      
AGUIRRE3119    ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000152263      
AHLES55914     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150571      
AHLQUIST8013   ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000150805      
AHLSTROM60557  ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000147298      
AHLSTROM60557  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153351      
AHLSTROM60557  ,2-May-2017,27-May-2017,30.00,EPIV00000141427      
AHO52566       ,1-May-2016,26-May-2016,30.00,EPIV00000082983      
AHO54195       ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147749      
AKANA51243     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153145      
AKI57595       ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000149439      
ALAMILLA5301   ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000153284      
ALBA60066      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152358      
ALBERTELLI55102,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149665      
ALBURY4139     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152884      
ALEXANDER708   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149840      
ALFONSO55416   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147757      
ALJAMEELI59995 ,1-May-2017,26-May-2017,30.00,EPIV00000139263      
ALJAMEELI59995 ,12-Jun-2017,7-Jul-2017,220.00,SALES00003345        
ALJAMEELI59995 ,1-Mar-2017,26-Mar-2017,30.00,EPIV00000128216      
ALJAMEELI59995 ,1-Apr-2017,26-Apr-2017,30.00,EPIV00000133678      
ALLAN1675      ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000151895      
ALLDREDGE59270 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150759      
ALLEMAN1894    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150143      
ALLEN1589      ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000150845      
ALLEN1896      ,1-Jun-2017,25-Jun-2017,30.00,EPIV00000143674      
ALLEN1896      ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000149601      
ALLEN1897      ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000152829      
ALLEN2924      ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000148979      
ALLEN51496     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153271      
ALLEN51883     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151463      
ALLEN53577     ,29-Jun-2017,1-Jan-1900,-30.00,PYMNT00037699        
ALLEN53613     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151378      
ALLEN53925     ,1-May-2017,26-May-2017,30.00,EPIV00000140313      
ALLEN53925     ,1-Apr-2017,26-Apr-2017,30.00,EPIV00000134696      
ALLEN53925     ,12-Jun-2017,7-Jul-2017,50.00,SALES00003330        
ALLEN53925     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146135      
ALLEN54370     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153268      
ALLEN54993     ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000148192      
ALLEN55682     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150399      
ALLEN56607     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149140      
ALLEN57039     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152383      
ALLEN57039     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146361      
ALLEN57039     ,1-May-2017,26-May-2017,30.00,EPIV00000140534      
ALLEN57461     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150202      
ALLEN57709     ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000151213      
ALLEN59592     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150715      
ALLEN60047     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000141794      
ALLEN60047     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147658      
ALLISON1037    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152686      
ALLRED1594     ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000150505      
ALLRED3653     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150955      
ALLRED5086     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150724      
ALLRED52751    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150099      
ALLRED53236    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151577      
ALLRED54997    ,1-Dec-2016,26-Dec-2016,30.00,EPIV00000110054      
ALLRED54997    ,1-Jan-2017,26-Jan-2017,30.00,EPIV00000114904      
ALLRED55008    ,1-Apr-2016,26-Apr-2016,30.00,EPIV00000078784      
ALLRED55008    ,1-Jun-2016,26-Jun-2016,30.00,EPIV00000086413      
ALLRED55008    ,1-May-2016,26-May-2016,30.00,EPIV00000082515      
ALLRED55008    ,1-Mar-2016,26-Mar-2016,30.00,EPIV00000075210      
ALLRED57667    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152835      
ALLRED58941    ,1-Dec-2016,26-Dec-2016,31.50,EPIV00000114097      
ALLRED58941    ,1-Mar-2017,26-Mar-2017,31.50,EPIV00000129586      
ALLRED58941    ,1-Jan-2017,26-Jan-2017,31.50,EPIV00000119082      
ALLRED58941    ,1-Feb-2017,26-Feb-2017,31.50,EPIV00000124256      
ALLRED59963    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150879      
ALLRED61302    ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000147854      
ALLSUP1899     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152022      
ALTAMIRANO58947,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152832      
ALVARADO57245  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153273      
ALVAREZ58911   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147944      
ALVEY5503      ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000151604      
AMANN55477     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147894      
AMONETT58934   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148832      
ANDERBERG60326 ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142688      
ANDERBERG60326 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148580      
ANDERSEN1900   ,1-Mar-2016,25-Mar-2016,25.00,EPIV00000073903      
ANDERSEN1901   ,1-Jun-2017,26-Jun-2017,15.00,EPIV00000143240      
ANDERSEN1901   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149158      
ANDERSEN2568   ,1-Aug-2016,25-Aug-2016,30.00,EPIV00000095866      
ANDERSEN2568   ,1-Jul-2016,25-Jul-2016,30.00,EPIV00000091619      
ANDERSEN2568   ,1-Apr-2016,25-Apr-2016,30.00,EPIV00000079790      
ANDERSEN54823  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151453      
ANDERSEN61039  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150398      
ANDERSEN9192   ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146973      
ANDERSEN9192   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153018      
ANDERSON1903   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150884      
ANDERSON1904   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150522      
ANDERSON1905   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150712      
ANDERSON1906   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152726      
ANDERSON2811   ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000147440      
ANDERSON3756   ,1-Jul-2017,26-Jul-2017,28.00,EPIV00000147650      
ANDERSON3819   ,3-Oct-2016,1-Jan-1900,-60.00,WEBPMT0000072597     
ANDERSON4963   ,1-Jul-2017,31-Jul-2017,30.00,EPIV00000147470      
ANDERSON52246  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149838      
ANDERSON52662  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151485      
ANDERSON52867  ,1-Jun-2017,26-Jun-2017,31.50,EPIV00000142019      
ANDERSON52867  ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000147891      
ANDERSON53084  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151566      
ANDERSON53401  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152415      
ANDERSON53516  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150865      
ANDERSON54638  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151587      
ANDERSON54777  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148034      
ANDERSON56377  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151941      
ANDERSON57672  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149110      
ANDERSON57747  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151180      
ANDERSON57910  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153070      
ANDERSON58229  ,29-Jun-2017,1-Jan-1900,-31.50,PYMNT00037725        
ANDERSON58695  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150662      
ANDERSON59155  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148512      
ANDERSON59224  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148168      
ANDERSON59243  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151773      
ANDERSON59808  ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146904      
ANDERSON59808  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152946      
ANDERSON59813  ,30-Jun-2017,25-Jul-2017,210.00,ETF M. ANDERSON      
ANDERSON59813  ,1-Apr-2017,26-Apr-2017,31.50,EPIV00000131329      
ANDERSON59813  ,1-May-2017,26-May-2017,31.50,EPIV00000136871      
ANDERSON60001  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152512      
ANDERSON60001  ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146484      
ANDERSON60943  ,7-Jul-2017,1-Jan-1900,-30.00,WEBPMT0000109968     
ANDERSON60992  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152463      
ANDERSON61010  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149116      
ANDERSON61010  ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000143201      
ANDERSON61484  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150677      
ANDERSON6462   ,1-Nov-2016,25-Nov-2016,25.00,EPIV00000109604      
ANDERSON6462   ,1-Mar-2017,25-Mar-2017,30.00,EPIV00000129743      
ANDERSON6462   ,1-Feb-2017,25-Feb-2017,30.00,EPIV00000124410      
ANDERSON6462   ,1-Jan-2017,25-Jan-2017,30.00,EPIV00000116436      
ANDERSON6462   ,1-Oct-2016,25-Oct-2016,25.00,EPIV00000104904      
ANDERSON6462   ,1-Dec-2016,25-Dec-2016,25.00,EPIV00000114445      
ANDERSON7756   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148019      
ANDERTON195    ,1-Aug-2015,31-Aug-2015,127.91,EPIV00000054847      
ANDERTON3397   ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000149089      
ANDERTON54198  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152259      
ANDERTON56092  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152890      
ANDERTON56342  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149554      
ANDERTON56342  ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000143628      
ANDRADE1741    ,1-May-2013,25-May-2013,30.00,EPIV00000002337      
ANDRADE1741    ,1-Apr-2013,25-Apr-2013,10.00,EPIV00000000945      
ANDRADE1741    ,1-Jul-2013,25-Jul-2013,30.00,EPIV00000005228      
ANDRADE1741    ,1-Aug-2013,25-Aug-2013,30.00,EPIV00000006714      
ANDRADE1741    ,1-Jun-2013,25-Jun-2013,30.00,EPIV00000003763      
ANDREASEN54933 ,1-Jan-2017,26-Jan-2017,30.00,EPIV00000117955      
ANDREASEN54933 ,1-Dec-2016,26-Dec-2016,30.00,EPIV00000113025      
ANDREASEN54933 ,1-Feb-2017,26-Feb-2017,30.00,EPIV00000123081      
ANDREASEN54933 ,1-Nov-2016,26-Nov-2016,30.00,EPIV00000108227      
ANDREASON56849 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152811      
ANDREW50970    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153160      
ANDREW52177    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153333      
ANDREW56127    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147726      
ANDREW61386    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150504      
ANDREWS50300   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148141      
ANDROES2866    ,1-Jun-2016,26-Jun-2016,30.00,EPIV00000084348      
ANDROES2866    ,1-Apr-2016,26-Apr-2016,30.00,EPIV00000076898      
ANDROES2866    ,1-Mar-2016,26-Mar-2016,30.00,EPIV00000073399      
ANDROES2866    ,1-May-2016,26-May-2016,30.00,EPIV00000080528      
ANDRUS54249    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153362      
ANDRUS57890    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150264      
ANTONIO60998   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149034      
APARICIO61349  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152971      
ARAGON1858     ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000147972      
ARAGON5543     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152217      
ARAGON5543     ,1-Jun-2017,26-Jun-2017,10.00,EPIV00000146199      
ARANDA55749    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153054      
ARAVE60127     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150767      
ARBUCKLE1777   ,7-Feb-2017,1-Jan-1900,-30.00,PYMNT00033234        
ARCE2707       ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000149887      
ARCHER50722    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151833      
ARCHIBALD54292 ,31-May-2017,1-Jan-1900,-31.50,PYMNT00036738        
ARCHIBALD54292 ,28-Feb-2017,1-Jan-1900,-28.50,PYMNT00033862        
ARCHIBALD56064 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151906      
ARCHIBALD58497 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147889      
ARCHULETA56295 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149304      
ARCINIEGA8397  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150566      
ARELLANO56197  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147820      
ARELLANO6991   ,1-Jul-2017,26-Jul-2017,16.50,EPIV00000148909      
ARENAS57574    ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000151894      
ARGYLE59351    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152307      
ARIAS2508      ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000151845      
ARLITSCH622    ,1-Apr-2016,1-May-2016,30.00,EPIV00000077274      
ARMENTA53989   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147769      
ARMITAGE54399  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149171      
ARMSTRONG1649  ,16-Jun-2017,1-Jan-1900,-30.00,PYMNT00037051        
ARMSTRONG1649  ,13-Jul-2017,1-Jan-1900,-30.00,PYMNT00038005        
ARMSTRONG1649  ,18-May-2017,1-Jan-1900,-30.00,PYMNT00036317        
ARMSTRONG1908  ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000150921      
ARMSTRONG1908  ,1-Jun-2017,25-Jun-2017,30.00,EPIV00000144939      
ARMSTRONG54052 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151724      
ARMSTRONG54376 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152568      
ARMSTRONG54376 ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146541      
ARNDT50083     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152310      
ARNESON1909    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151598      
ARROLIGA51676  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153225      
ARROYO59962    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147638      
ARROYO60297    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148752      
ASAY57708      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148334      
ASAY57708      ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142448      
ASHBY52651     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150574      
ASHBY52681     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152945      
ASHBY53056     ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000149192      
ASHBY53494     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148808      
ASHCROFT59986  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152519      
ASHFORD50791   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150870      
ASHLEY BASINGER,1-Feb-2017,3-Mar-2017,1556.20,5353
ASHMAN1911     ,1-Jun-2016,25-Jun-2016,25.00,EPIV00000085249      
ASHMAN1911     ,1-Jul-2016,25-Jul-2016,25.00,EPIV00000089243      
ASHTON55527    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150371      
ASPLUND60739   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149512      
ASTEL2592      ,1-Jul-2017,31-Jul-2017,30.00,EPIV00000149347      
ASTIN59806     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151782      
ASTON3201      ,1-Jun-2016,25-Jun-2016,25.00,EPIV00000087290      
ASTON3201      ,1-Jul-2016,25-Jul-2016,25.00,EPIV00000091372      
ASTON3201      ,1-May-2016,25-May-2016,25.00,EPIV00000083354      
ATHENS58780    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148205      
ATKINSON5791   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151533      
ATKINSON60526  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152197      
ATKINSON9810   ,1-Jan-2014,31-Jan-2014,30.00,EPIV00000014754      
ATKINSON9810   ,1-Mar-2014,31-Mar-2014,30.00,EPIV00000018242      
ATKINSON9810   ,1-Feb-2014,3-Mar-2014,30.00,EPIV00000016483      
ATKINSON9810   ,1-Dec-2013,31-Dec-2013,30.00,EPIV00000013070      
ATWATER3596    ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000150010      
ATWOOD51177    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149335      
ATWOOD53384    ,25-May-2017,1-Jan-1900,-90.00,WEBPMT0000102932     
ATWOOD53959    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152676      
AUSTIN58486    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149039      
AUSTIN60705    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151144      
AUSTIN60705    ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000145157      
AUTON59520     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151534      
AVERETT54302   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153367      
AVERETT57490   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152421      
AVILA54227     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150454      
AVILA56364     ,1-Jun-2016,26-Jun-2016,31.50,EPIV00000086966      
AVILA56364     ,1-Oct-2016,26-Oct-2016,31.50,EPIV00000104166      
AVILA56364     ,1-Aug-2016,26-Aug-2016,31.50,EPIV00000095260      
AVILA56364     ,1-Sep-2016,26-Sep-2016,31.50,EPIV00000099638      
AVILA56364     ,1-Jul-2016,26-Jul-2016,31.50,EPIV00000091030      
AVILES1563     ,1-Aug-2012,1-Aug-2012,30.00,SCHED00001500        
AVILES1563     ,1-Sep-2012,25-Sep-2012,30.00,SCHED00002368        
AVILES1563     ,1-Jul-2012,1-Jul-2012,30.00,SCHED00000774        
AVILES1563     ,1-Oct-2012,25-Oct-2012,30.00,SCHED00003305        
AWI59695       ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000148585      
AYALA61061     ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000150919      
AYALA6631      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153156      
AYALA6631      ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000147105      
AYLOR50469     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148858      
BAABSGAAR4344  ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000151434      
BABBEL58143    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147683      
BABBITT58677   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148289      
BABINCHAK53136 ,1-Jul-2015,26-Jul-2015,30.00,EPIV00000049783      
BABINCHAK53136 ,1-Jun-2015,26-Jun-2015,30.00,EPIV00000047331      
BABINCHAK53136 ,1-Sep-2015,26-Sep-2015,30.00,EPIV00000054951      
BABINCHAK53136 ,1-Aug-2015,26-Aug-2015,30.00,EPIV00000052319      
BACA0546       ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148947      
BACKMAN55899   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151257      
BACKUS1913     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148128      
BACKUS53088    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148724      
BAER51195      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147571      
BAETE8969      ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000148432      
BAGLEY54563    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151326      
BAGLEY54563    ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000145334      
BAHR60174      ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000144484      
BAHR60174      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150452      
BAILEY1914     ,1-Mar-2013,25-Mar-2013,2.62,SCHED00009983        
BAILEY3048     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148778      
BAILEY4742     ,1-Aug-2015,25-Aug-2015,25.00,EPIV00000053492      
BAILEY50918    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147648      
BAILEY55311    ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000152428      
BAILEY59357    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152937      
BAIRD1740      ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000149306      
BAIRD57644     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153416      
BAIRD57644     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000147363      
BAIRD58909     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148844      
BAIRD58909     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142942      
BAKE4269       ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000147715      
BAKER0060      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152074      
BAKER54379     ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000147540      
BAKER55684     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149686      
BAKER58896     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148990      
BAKER61124     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153379      
BAKER6829      ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000152943      
BAKER6829      ,1-Jun-2017,26-Jun-2017,15.00,EPIV00000146901      
